Date,Store_ID,Product_ID,Opening_Stock,Closing_Stock,Wastage_Units,Reorder_Level
2024-06-21,S010,P114,222,127,2,174
2024-05-02,S008,P065,157,78,14,175
2024-12-21,S006,P093,384,332,3,101
2024-05-14,S004,P093,105,0,3,128
2024-02-16,S011,P063,349,294,7,152
2024-12-27,S007,P029,288,215,5,171
2024-07-03,S018,P100,388,289,5,120
2024-06-23,S018,P046,131,88,10,94
2024-04-15,S013,P075,592,477,18,118
2024-06-08,S001,P080,346,277,19,186
2024-08-08,S020,P048,507,396,5,181
2024-04-17,S008,P058,218,186,10,183
2024-12-26,S016,P059,107,0,16,198
2024-08-18,S002,P057,285,250,6,107
2024-12-24,S012,P071,254,166,9,150
2024-08-05,S020,P033,432,359,25,96
2024-10-05,S010,P036,137,13,4,199
2024-08-10,S020,P039,207,156,21,118
2024-03-21,S018,P082,598,521,0,85
2024-08-20,S016,P118,458,356,5,185
2024-09-03,S011,P083,126,34,2,139
2024-04-09,S003,P034,485,426,13,126
2024-10-10,S005,P024,553,438,2,186
2024-03-14,S011,P072,457,387,16,131
2024-02-16,S020,P006,489,461,1,120
2024-08-31,S007,P094,240,148,2,156
2024-04-02,S013,P120,531,486,3,89
2024-09-20,S009,P069,284,172,16,195
2024-08-10,S010,P111,203,130,2,136
2024-09-09,S020,P047,143,12,25,94
2024-05-16,S018,P108,207,140,5,102
2024-05-22,S005,P015,140,102,14,98
2024-11-01,S015,P002,308,183,15,142
2024-09-06,S017,P015,260,160,15,187
2024-09-27,S012,P112,290,227,1,182
2024-03-18,S012,P105,291,246,0,131
2024-10-29,S018,P029,159,110,9,86
2024-10-30,S017,P002,580,527,4,182
2024-04-22,S002,P049,253,218,11,155
2024-02-27,S013,P014,511,429,10,183
2024-08-16,S020,P053,374,264,17,112
2024-06-27,S001,P034,471,384,2,133
2024-06-07,S018,P087,403,354,5,181
2024-01-06,S010,P070,155,55,1,143
2024-01-08,S008,P036,230,149,4,147
2024-09-21,S002,P064,439,346,16,120
2024-09-01,S010,P033,123,59,9,199
2024-10-31,S005,P011,387,255,16,164
2024-07-06,S014,P118,291,231,3,132
2024-09-24,S014,P021,222,151,12,197
2024-12-03,S020,P049,156,134,1,167
2024-11-05,S009,P049,114,31,9,153
2024-03-07,S005,P084,214,178,0,158
2024-08-18,S008,P049,206,117,6,98
2024-09-18,S011,P040,488,456,4,102
2024-08-14,S002,P069,509,386,14,132
2024-11-06,S003,P026,513,448,15,200
2024-09-08,S020,P075,351,287,3,89
2024-08-07,S004,P024,453,338,19,162
2024-02-27,S001,P055,574,433,24,81
2024-02-06,S012,P013,356,284,4,95
2024-11-26,S013,P078,190,132,6,162
2024-08-08,S011,P009,371,242,15,123
2024-03-04,S018,P092,347,286,0,193
2024-05-22,S013,P095,265,193,0,98
2024-01-24,S011,P025,566,509,15,196
2024-07-19,S019,P107,586,477,2,142
2024-07-11,S019,P003,537,438,17,155
2024-03-09,S012,P035,459,378,11,186
2024-06-11,S012,P103,140,35,0,158
2024-06-19,S004,P047,173,119,9,136
2024-02-05,S013,P099,307,191,5,101
2024-09-02,S004,P114,329,265,0,162
2024-06-08,S002,P114,132,75,5,144
2024-09-15,S012,P024,173,84,12,137
2024-08-12,S011,P044,243,124,17,110
2024-05-24,S011,P079,451,348,0,149
2024-02-05,S016,P096,162,69,4,85
2024-07-11,S014,P027,552,444,20,120
2024-05-18,S002,P109,494,392,2,111
2024-07-30,S014,P053,369,286,2,100
2024-07-09,S016,P114,529,495,2,194
2024-02-10,S008,P061,411,348,12,84
2024-10-27,S010,P066,257,144,4,81
2024-06-18,S003,P017,238,162,18,153
2024-03-07,S011,P044,456,370,12,193
2024-06-21,S005,P005,304,173,17,154
2024-10-17,S013,P008,510,470,19,124
2024-06-19,S018,P103,567,529,2,198
2024-11-11,S018,P020,448,347,25,158
2024-02-03,S004,P083,142,103,0,139
2024-11-09,S012,P039,399,335,17,166
2024-12-23,S008,P120,318,195,5,96
2024-06-02,S013,P085,128,8,0,108
2024-06-10,S005,P081,111,46,2,179
2024-11-14,S009,P024,255,117,23,168
2024-02-27,S009,P066,214,180,1,94
2024-09-06,S012,P014,275,211,3,149
2024-11-06,S014,P062,470,434,0,174
2024-04-21,S004,P085,231,121,5,116
2024-09-06,S006,P024,512,440,24,158
2024-04-25,S016,P077,506,397,17,86
2024-10-04,S015,P045,300,272,0,89
2024-09-19,S008,P069,171,51,4,90
2024-12-13,S014,P030,101,0,8,88
2024-01-14,S002,P069,446,407,7,92
2024-08-09,S014,P053,111,16,21,121
2024-02-26,S013,P102,206,171,2,175
2024-10-06,S016,P016,515,458,20,127
2024-01-04,S011,P005,131,72,12,164
2024-12-16,S002,P116,545,462,1,148
2024-08-08,S009,P083,161,54,0,121
2024-10-30,S009,P009,161,42,13,103
2024-05-19,S001,P049,285,250,12,158
2024-04-27,S011,P019,522,399,19,196
2024-03-10,S007,P096,185,112,2,182
2024-05-08,S005,P095,207,180,2,114
2024-12-21,S005,P086,490,400,2,150
2024-05-19,S003,P002,124,48,24,80
2024-12-28,S018,P007,302,219,8,182
2024-11-08,S014,P052,246,135,17,175
2024-11-02,S011,P107,191,104,4,105
2024-10-23,S008,P057,377,314,22,92
2024-09-01,S007,P112,207,177,3,117
2024-10-22,S012,P083,171,111,0,134
2024-03-20,S016,P091,334,305,5,145
2024-06-26,S008,P015,282,200,7,126
2024-01-06,S004,P024,373,286,16,174
2024-12-26,S019,P001,302,216,7,112
2024-02-28,S007,P012,408,289,4,106
2024-11-09,S017,P091,419,356,0,101
2024-04-08,S007,P012,113,27,12,163
2024-01-03,S004,P027,524,472,21,153
2024-06-06,S004,P054,121,41,20,139
2024-01-07,S020,P036,540,499,10,95
2024-04-30,S008,P101,524,495,2,117
2024-06-08,S006,P110,582,462,0,133
2024-10-06,S016,P042,581,534,3,181
2024-06-14,S004,P044,217,107,20,165
2024-04-05,S002,P111,461,372,2,100
2024-03-19,S005,P085,534,409,5,171
2024-12-11,S011,P009,568,451,23,174
2024-07-26,S012,P056,145,58,13,175
2024-02-11,S008,P001,582,534,1,95
2024-12-01,S012,P039,583,493,15,192
2024-02-22,S007,P019,583,542,0,143
2024-07-13,S017,P027,585,452,13,150
2024-06-01,S016,P025,360,240,18,172
2024-04-11,S015,P090,338,279,1,119
2024-09-07,S009,P036,360,274,18,142
2024-01-19,S001,P029,134,3,14,81
2024-06-11,S012,P110,280,229,1,130
2024-07-01,S007,P023,269,154,9,179
2024-08-21,S016,P024,198,152,10,160
2024-03-28,S001,P091,147,62,2,104
2024-12-14,S008,P105,533,465,4,89
2024-12-23,S017,P075,284,165,1,143
2024-04-14,S005,P101,438,361,2,133
2024-06-05,S008,P096,313,199,0,114
2024-09-20,S008,P017,133,83,1,123
2024-09-06,S014,P064,347,290,19,151
2024-07-02,S016,P028,460,408,17,86
2024-05-16,S018,P085,467,426,2,158
2024-01-20,S002,P097,500,474,4,100
2024-07-10,S013,P049,174,50,6,178
2024-01-28,S020,P110,218,140,3,177
2024-12-02,S018,P099,379,340,2,114
2024-09-06,S010,P038,338,294,5,92
2024-11-14,S008,P114,482,385,4,189
2024-03-09,S006,P050,191,156,2,140
2024-12-07,S003,P006,501,409,10,154
2024-04-27,S006,P074,132,68,5,141
2024-03-16,S005,P116,488,432,5,81
2024-08-01,S012,P087,348,310,5,152
2024-05-20,S007,P084,211,106,1,101
2024-11-06,S019,P052,572,482,13,87
2024-04-19,S002,P101,273,159,5,191
2024-12-08,S007,P081,434,312,4,125
2024-11-17,S015,P086,235,126,4,105
2024-03-07,S012,P076,407,327,0,153
2024-04-04,S019,P083,599,478,4,118
2024-11-09,S001,P020,555,465,20,189
2024-08-09,S017,P095,211,170,0,146
2024-10-28,S005,P006,344,303,20,143
2024-04-01,S006,P027,102,55,14,145
2024-01-07,S010,P040,577,462,11,179
2024-04-05,S004,P011,162,56,5,185
2024-11-23,S001,P101,554,471,3,162
2024-09-03,S017,P083,100,0,4,118
2024-02-29,S014,P003,438,399,4,94
2024-06-01,S010,P086,521,403,5,168
2024-11-01,S018,P120,579,553,4,139
2024-03-01,S004,P115,197,100,5,123
2024-06-09,S003,P120,223,198,0,159
2024-04-17,S013,P001,240,180,10,187
2024-05-15,S009,P044,149,24,20,175
2024-07-25,S012,P063,228,159,5,119
2024-04-20,S015,P111,272,229,0,153
2024-03-11,S007,P017,534,451,4,177
2024-09-02,S002,P092,232,137,0,148
2024-04-26,S020,P075,440,348,14,129
2024-01-19,S020,P052,212,143,18,186
2024-05-07,S010,P103,356,301,3,187
2024-03-08,S014,P009,416,352,18,173
2024-04-15,S016,P079,159,133,2,132
2024-06-13,S001,P037,549,436,21,139
2024-02-05,S001,P020,233,174,9,165
2024-12-28,S001,P015,372,273,1,93
2024-05-12,S007,P015,438,337,25,144
2024-05-16,S005,P088,280,170,4,177
2024-03-14,S010,P071,443,319,19,161
2024-08-26,S005,P002,595,529,5,141
2024-01-17,S016,P041,214,98,0,160
2024-07-31,S007,P065,330,267,7,110
2024-04-03,S005,P026,518,399,15,96
2024-10-26,S004,P009,325,202,19,178
2024-03-23,S001,P074,279,169,16,164
2024-12-17,S007,P098,205,85,4,131
2024-04-08,S017,P081,497,408,5,158
2024-05-23,S006,P102,463,373,0,159
2024-08-13,S012,P028,226,152,6,132
2024-11-05,S020,P111,166,96,1,116
2024-02-16,S005,P099,221,111,2,154
2024-11-10,S015,P065,224,162,8,88
2024-01-01,S018,P067,254,195,19,154
2024-07-06,S003,P118,453,391,4,161
2024-04-25,S013,P081,365,322,1,172
2024-11-03,S003,P118,171,61,0,132
2024-06-27,S008,P061,163,72,9,137
2024-02-28,S013,P046,578,525,2,180
2024-05-11,S003,P044,135,84,9,89
2024-09-23,S009,P091,348,290,5,118
2024-01-25,S006,P102,378,273,3,127
2024-11-24,S002,P051,333,218,18,117
2024-03-21,S012,P069,143,31,2,116
2024-04-20,S017,P031,347,227,13,136
2024-08-15,S009,P058,327,248,0,103
2024-08-09,S016,P013,411,340,8,150
2024-06-29,S014,P080,177,90,2,133
2024-12-04,S006,P031,414,270,24,141
2024-12-19,S013,P081,471,388,1,84
2024-07-29,S011,P116,232,133,3,107
2024-04-23,S013,P049,550,488,6,149
2024-12-29,S002,P012,543,468,7,150
2024-10-04,S001,P114,429,380,3,167
2024-09-08,S014,P069,563,477,14,136
2024-12-10,S005,P063,455,377,12,181
2024-12-01,S008,P082,246,126,1,155
2024-04-04,S019,P002,397,353,14,179
2024-03-23,S005,P030,163,44,16,117
2024-01-12,S015,P063,458,359,0,108
2024-01-11,S016,P040,271,208,21,83
2024-08-30,S016,P105,265,203,5,196
2024-09-16,S016,P050,299,239,17,144
2024-03-13,S020,P020,288,190,10,198
2024-10-24,S010,P084,475,424,4,173
2024-03-07,S017,P077,331,247,14,113
2024-04-30,S014,P035,509,432,8,98
2024-06-26,S006,P019,437,344,2,161
2024-10-24,S016,P098,230,142,2,136
2024-12-28,S005,P084,156,40,2,148
2024-05-15,S001,P073,487,422,8,144
2024-09-16,S001,P050,134,5,21,83
2024-09-28,S015,P095,234,128,2,150
2024-04-19,S014,P054,231,149,10,98
2024-10-04,S005,P114,470,386,1,125
2024-12-08,S015,P104,130,16,3,147
2024-05-21,S014,P100,352,319,5,154
2024-12-02,S013,P055,564,421,24,140
2024-12-04,S003,P110,557,457,3,181
2024-03-31,S011,P110,266,214,3,169
2024-08-11,S014,P012,385,319,14,132
2024-05-03,S012,P106,589,533,4,106
2024-07-02,S008,P093,399,319,3,115
2024-10-12,S002,P019,243,185,11,148
2024-12-13,S016,P048,545,432,16,110
2024-11-24,S009,P067,569,454,24,122
2024-12-08,S018,P021,458,355,14,165
2024-11-17,S010,P010,396,308,9,181
2024-11-25,S005,P108,312,236,5,130
2024-12-27,S002,P097,402,333,0,112
2024-07-06,S010,P112,519,445,5,128
2024-12-21,S006,P074,554,452,1,109
2024-10-29,S018,P055,187,121,11,84
2024-12-13,S003,P118,464,404,2,96
2024-03-21,S010,P097,154,113,2,103
2024-07-14,S013,P094,313,243,3,94
2024-05-18,S004,P120,360,267,4,193
2024-05-02,S008,P056,189,158,4,128
2024-09-29,S002,P066,236,194,7,163
2024-03-30,S020,P081,457,337,5,186
2024-10-15,S013,P004,374,286,23,152
2024-04-08,S014,P031,559,517,19,85
2024-05-12,S007,P043,144,38,5,184
2024-02-11,S009,P077,156,56,16,92
2024-01-27,S001,P020,424,289,20,122
2024-12-19,S017,P088,401,340,4,167
2024-12-29,S014,P116,197,174,2,111
2024-07-02,S012,P052,542,488,10,182
2024-03-08,S012,P028,599,525,16,163
2024-04-10,S005,P027,553,468,2,192
2024-02-05,S011,P078,324,281,10,91
2024-02-20,S019,P081,372,342,3,147
2024-01-12,S014,P042,116,69,23,159
2024-08-14,S013,P068,194,125,10,103
2024-03-20,S004,P039,138,34,17,116
2024-06-25,S012,P053,265,148,7,152
2024-12-29,S010,P006,542,419,4,178
2024-08-12,S013,P022,535,426,20,92
2024-08-12,S017,P094,514,480,4,191
2024-02-04,S002,P005,414,299,24,136
2024-12-09,S015,P103,492,444,0,96
2024-05-16,S004,P034,154,73,11,195
2024-10-28,S007,P012,507,471,6,140
2024-05-17,S020,P012,177,141,5,173
2024-04-24,S014,P043,127,0,16,130
2024-08-01,S011,P065,295,210,18,113
2024-10-31,S015,P073,176,51,7,147
2024-02-29,S020,P031,182,151,10,197
2024-10-16,S020,P078,263,139,22,106
2024-11-28,S008,P005,470,379,18,144
2024-12-18,S009,P091,323,256,0,100
2024-06-09,S003,P092,119,97,2,152
2024-08-21,S002,P019,207,136,15,181
2024-09-21,S016,P082,384,308,2,154
2024-01-22,S009,P047,367,306,2,127
2024-03-20,S014,P114,283,233,0,115
2024-04-23,S017,P117,367,334,2,124
2024-01-09,S003,P078,256,168,22,135
2024-03-20,S006,P085,159,120,3,123
2024-05-05,S018,P061,143,49,22,196
2024-08-25,S011,P059,235,178,25,164
2024-06-24,S008,P003,111,0,23,159
2024-03-07,S007,P056,102,0,11,186
2024-01-27,S006,P083,230,196,0,161
2024-04-18,S009,P013,288,243,22,90
2024-09-27,S018,P018,512,444,16,105
2024-11-17,S002,P039,155,79,1,185
2024-10-03,S016,P093,366,260,3,147
2024-02-16,S001,P019,482,388,8,116
2024-07-23,S017,P047,162,86,2,167
2024-12-15,S001,P053,557,469,8,140
2024-06-29,S017,P081,419,301,3,137
2024-01-23,S018,P017,426,283,24,200
2024-03-06,S018,P079,408,266,25,167
2024-04-07,S004,P118,288,204,4,115
2024-07-20,S012,P009,236,109,12,190
2024-09-26,S017,P112,438,368,0,181
2024-11-27,S003,P022,364,268,14,124
2024-09-13,S005,P106,470,388,2,198
2024-11-02,S020,P021,240,145,2,162
2024-08-27,S006,P050,528,467,13,168
2024-03-19,S015,P015,198,75,10,128
2024-10-21,S016,P059,288,190,12,152
2024-02-07,S012,P002,220,95,13,130
2024-06-05,S007,P096,219,194,4,130
2024-02-03,S005,P112,545,466,5,101
2024-05-10,S006,P091,527,425,4,115
2024-07-28,S004,P100,145,118,1,169
2024-03-28,S003,P026,503,379,23,144
2024-06-03,S006,P020,593,521,12,97
2024-11-03,S005,P107,142,77,2,140
2024-02-20,S017,P087,309,230,5,90
2024-08-24,S018,P034,239,131,15,153
2024-05-17,S020,P097,130,65,1,137
2024-01-18,S005,P114,336,221,5,102
2024-01-03,S009,P086,586,514,1,96
2024-02-05,S006,P115,324,240,1,102
2024-08-31,S013,P086,388,308,5,88
2024-03-10,S008,P055,540,426,14,176
2024-01-03,S011,P028,134,46,5,168
2024-02-05,S012,P047,288,197,2,199
2024-02-29,S015,P086,411,356,3,89
2024-12-11,S015,P091,488,429,1,154
2024-12-26,S001,P019,537,408,12,176
2024-09-27,S007,P038,600,529,6,189
2024-05-31,S011,P063,191,87,23,128
2024-12-14,S009,P080,320,243,0,104
2024-11-02,S020,P088,516,477,1,175
2024-02-26,S010,P010,486,421,6,116
2024-12-14,S015,P088,260,163,1,181
2024-07-26,S013,P072,361,255,1,145
2024-08-23,S007,P053,362,317,2,157
2024-04-26,S017,P043,472,434,0,113
2024-05-10,S018,P091,285,163,2,147
2024-03-02,S016,P042,145,54,9,189
2024-04-29,S004,P110,121,19,2,81
2024-02-07,S014,P038,492,430,6,113
2024-11-19,S012,P023,390,296,6,194
2024-06-26,S012,P029,252,211,10,123
2024-07-15,S003,P088,548,459,3,147
2024-03-05,S006,P017,344,297,25,157
2024-09-13,S008,P099,385,264,3,188
2024-10-22,S005,P060,373,331,8,97
2024-09-19,S008,P010,302,166,20,85
2024-09-10,S011,P066,174,73,16,157
2024-08-19,S014,P087,211,148,0,102
2024-03-04,S009,P025,523,468,1,147
2024-04-09,S010,P041,286,170,6,135
2024-07-10,S018,P085,126,70,2,194
2024-10-18,S019,P094,122,98,0,128
2024-12-14,S001,P090,520,408,0,92
2024-03-08,S019,P027,553,449,5,116
2024-02-07,S017,P047,120,16,0,169
2024-04-30,S013,P030,426,317,11,157
2024-06-18,S019,P029,581,538,23,197
2024-05-22,S019,P080,243,178,15,193
2024-10-05,S001,P084,525,402,5,144
2024-11-29,S011,P011,375,320,2,86
2024-02-16,S004,P030,286,252,6,171
2024-07-23,S020,P056,357,290,1,110
2024-12-02,S016,P113,132,59,1,141
2024-05-29,S004,P099,269,234,2,124
2024-03-26,S009,P085,100,0,4,176
2024-02-23,S019,P100,249,160,3,128
2024-06-09,S012,P066,354,320,7,173
2024-06-20,S020,P034,386,312,1,88
2024-06-19,S019,P008,416,307,6,166
2024-09-17,S009,P058,184,109,25,141
2024-09-05,S014,P117,467,423,1,154
2024-07-26,S004,P080,234,108,13,132
2024-01-18,S014,P067,172,135,12,108
2024-07-02,S015,P039,539,508,7,109
2024-01-10,S019,P022,286,224,10,170
2024-03-27,S015,P091,358,235,5,115
2024-06-28,S009,P014,596,500,4,155
2024-07-24,S009,P105,197,165,5,196
2024-05-30,S008,P101,482,409,5,137
2024-11-05,S010,P020,286,154,13,94
2024-01-10,S001,P064,354,275,23,88
2024-06-19,S005,P050,264,175,10,159
2024-01-19,S005,P109,597,477,3,82
2024-03-08,S008,P037,177,66,4,156
2024-10-21,S019,P097,389,276,2,164
2024-03-17,S020,P047,126,0,12,136
2024-03-20,S005,P101,579,495,5,117
2024-12-03,S018,P025,414,382,2,83
2024-11-03,S019,P119,524,488,0,194
2024-03-25,S008,P076,278,198,11,180
2024-02-02,S013,P065,536,465,17,97
2024-02-04,S001,P041,413,321,20,95
2024-07-30,S020,P060,440,399,0,172
2024-05-22,S014,P052,141,90,19,95
2024-03-26,S018,P058,204,144,1,193
2024-01-08,S019,P006,107,53,1,99
2024-07-19,S012,P115,113,68,1,104
2024-06-01,S008,P063,518,431,7,84
2024-07-25,S010,P015,525,451,1,87
2024-07-26,S019,P092,420,390,0,118
2024-09-21,S004,P120,164,64,0,102
2024-01-31,S014,P101,559,458,4,141
2024-02-15,S012,P032,510,431,1,191
2024-12-24,S011,P113,451,375,0,127
2024-04-22,S015,P116,156,57,3,161
2024-12-12,S009,P099,411,365,5,156
2024-03-10,S017,P060,480,402,18,132
2024-09-27,S004,P030,232,123,6,181
2024-07-07,S015,P101,146,42,2,94
2024-05-14,S004,P051,384,285,2,175
2024-10-06,S020,P017,363,245,2,110
2024-08-22,S019,P018,229,190,12,126
2024-02-07,S009,P103,141,59,0,142
2024-01-17,S002,P033,341,263,23,153
2024-12-10,S017,P083,512,464,2,196
2024-01-19,S020,P103,253,194,3,91
2024-09-17,S016,P006,370,293,0,191
2024-11-27,S017,P118,248,189,1,199
2024-08-24,S017,P081,391,341,5,127
2024-07-31,S008,P073,317,264,17,180
2024-12-28,S017,P040,195,76,17,139
2024-08-25,S006,P042,136,20,20,141
2024-08-31,S010,P052,514,428,18,186
2024-11-16,S019,P069,523,451,17,195
2024-10-16,S003,P059,271,206,13,107
2024-08-20,S001,P046,152,109,6,170
2024-01-06,S014,P119,421,395,1,87
2024-01-19,S004,P041,189,121,13,150
2024-03-07,S006,P060,390,330,11,135
2024-03-03,S007,P116,228,177,4,161
2024-08-08,S014,P053,433,372,19,102
2024-02-06,S001,P050,357,279,5,139
2024-05-01,S002,P032,453,333,15,99
2024-03-16,S011,P036,441,385,0,186
2024-04-06,S011,P097,292,228,0,196
2024-11-04,S001,P098,494,417,2,189
2024-08-10,S011,P085,171,80,0,130
2024-10-09,S007,P007,562,529,2,118
2024-09-06,S012,P028,425,366,0,174
2024-12-22,S013,P024,160,106,8,189
2024-05-12,S015,P021,266,193,21,150
2024-07-30,S010,P069,269,191,19,181
2024-10-09,S006,P099,217,128,5,112
2024-05-06,S007,P047,140,4,16,147
2024-12-07,S019,P068,350,312,11,181
2024-02-12,S009,P038,298,200,1,187
2024-01-11,S001,P004,387,321,5,170
2024-12-20,S014,P028,555,497,7,99
2024-11-11,S014,P103,377,311,5,189
2024-03-25,S001,P087,228,124,2,132
2024-05-05,S020,P071,544,473,8,147
2024-09-15,S001,P073,170,118,19,165
2024-07-05,S020,P007,475,427,5,196
2024-08-29,S005,P005,524,458,23,186
2024-04-20,S018,P098,165,50,3,99
2024-03-16,S004,P031,383,302,10,169
2024-04-01,S012,P067,454,338,2,154
2024-05-26,S011,P041,544,477,18,145
2024-01-03,S018,P003,318,258,5,108
2024-08-23,S009,P111,532,499,3,187
2024-03-25,S017,P010,429,305,11,89
2024-07-03,S010,P069,431,381,7,172
2024-07-09,S003,P088,492,410,1,172
2024-01-31,S015,P089,133,84,2,176
2024-12-02,S014,P012,101,48,25,92
2024-01-30,S001,P007,496,406,22,119
2024-02-25,S016,P021,437,302,20,142
2024-10-30,S018,P041,384,258,24,120
2024-09-22,S007,P016,196,134,4,191
2024-05-02,S001,P062,597,501,8,125
2024-07-09,S016,P019,253,110,24,175
2024-08-19,S018,P063,348,244,16,87
2024-12-29,S018,P009,575,470,22,83
2024-06-28,S016,P055,347,301,15,117
2024-08-30,S016,P025,301,249,6,88
2024-10-12,S016,P094,124,80,4,94
2024-10-16,S014,P086,481,433,2,153
2024-12-08,S010,P079,450,322,21,107
2024-04-10,S012,P044,253,168,12,183
2024-03-17,S002,P013,507,443,0,152
2024-10-31,S007,P084,301,243,0,139
2024-03-13,S016,P061,547,440,4,97
2024-06-16,S018,P042,447,411,12,182
2024-10-29,S011,P067,234,159,5,170
2024-12-02,S020,P007,397,267,10,94
2024-06-05,S013,P025,361,291,20,170
2024-02-12,S002,P109,308,259,2,190
2024-03-02,S019,P051,488,407,13,81
2024-04-12,S014,P054,187,58,25,152
2024-10-29,S009,P068,222,126,24,129
2024-05-05,S001,P044,595,526,19,119
2024-03-20,S008,P117,461,422,1,182
2024-07-01,S016,P065,138,79,22,151
2024-11-06,S006,P071,324,275,19,115
2024-11-23,S020,P019,112,59,5,151
2024-09-29,S016,P108,435,353,4,129
2024-07-14,S008,P102,419,359,3,90
2024-09-12,S020,P079,157,123,10,164
2024-06-19,S018,P058,507,468,11,85
2024-04-26,S001,P109,589,501,5,180
2024-07-20,S013,P017,174,104,10,104
2024-04-09,S011,P062,126,2,8,170
2024-01-10,S005,P057,563,473,24,120
2024-11-22,S015,P010,378,352,2,101
2024-11-20,S008,P064,107,16,13,128
2024-10-05,S002,P080,543,510,1,94
2024-03-29,S014,P078,327,248,7,85
2024-08-13,S018,P085,101,0,2,196
2024-06-02,S001,P024,446,381,13,133
2024-11-24,S007,P013,163,123,20,109
2024-04-08,S007,P006,249,152,9,151
2024-03-08,S003,P056,416,307,4,167
2024-01-24,S009,P011,598,493,9,148
2024-09-26,S012,P117,515,437,1,143
2024-09-12,S002,P021,363,235,9,107
2024-02-13,S018,P045,219,177,20,134
2024-07-28,S012,P086,600,484,5,105
2024-03-15,S009,P073,551,464,7,113
2024-01-24,S002,P037,553,430,5,139
2024-09-08,S003,P099,196,151,4,153
2024-02-25,S012,P007,426,358,21,114
2024-12-29,S015,P058,471,399,2,139
2024-08-25,S003,P097,470,352,4,120
2024-01-15,S017,P034,343,286,2,109
2024-11-07,S007,P028,314,202,23,91
2024-04-25,S011,P014,267,146,3,86
2024-10-24,S017,P020,368,317,17,192
2024-11-16,S006,P114,533,420,5,87
2024-07-21,S015,P043,120,25,20,164
2024-11-16,S017,P029,417,311,2,97
2024-06-01,S009,P117,431,386,3,197
2024-02-24,S018,P039,390,332,5,139
2024-12-30,S003,P114,417,378,5,198
2024-04-26,S019,P029,502,456,14,105
2024-09-30,S020,P116,357,294,4,120
2024-04-28,S015,P112,338,298,5,135
2024-02-26,S002,P002,361,229,25,90
2024-04-25,S006,P012,598,527,10,126
2024-09-05,S003,P068,115,0,17,141
2024-02-10,S002,P069,286,151,20,98
2024-09-07,S003,P103,154,53,0,118
2024-10-21,S013,P052,139,51,15,81
2024-01-05,S013,P092,515,408,2,147
2024-08-11,S016,P115,315,231,5,87
2024-09-06,S008,P049,119,0,19,88
2024-12-18,S008,P056,273,151,21,132
2024-12-23,S008,P089,262,214,1,172
2024-08-07,S018,P077,263,190,6,100
2024-03-15,S004,P043,534,448,3,174
2024-11-26,S002,P021,220,137,5,165
2024-02-25,S012,P083,346,255,2,99
2024-11-12,S015,P091,404,315,3,155
2024-10-17,S011,P087,197,84,2,101
2024-03-05,S003,P074,338,247,7,160
2024-02-25,S020,P021,227,162,25,84
2024-06-01,S014,P076,331,212,14,180
2024-05-21,S009,P027,495,399,19,144
2024-06-02,S013,P108,101,56,4,154
2024-05-04,S014,P111,513,423,3,118
2024-10-02,S012,P092,358,269,1,179
2024-09-15,S007,P069,340,309,4,179
2024-05-17,S009,P024,502,434,15,121
2024-09-25,S013,P094,303,260,5,178
2024-02-10,S008,P059,445,365,24,140
2024-11-09,S004,P109,321,280,5,186
2024-07-21,S005,P099,239,161,3,109
2024-01-18,S003,P014,172,68,19,113
2024-06-04,S011,P014,340,254,10,192
2024-09-17,S010,P009,103,55,23,129
2024-08-20,S006,P005,162,124,5,194
2024-08-23,S011,P010,582,471,22,87
2024-05-25,S003,P080,192,89,19,134
2024-08-08,S020,P111,427,341,1,138
2024-02-18,S019,P077,526,456,13,136
2024-11-17,S008,P093,481,422,1,152
2024-05-30,S010,P004,290,198,3,179
2024-03-25,S004,P086,384,318,4,96
2024-03-04,S009,P082,251,154,2,191
2024-03-23,S011,P009,407,339,3,99
2024-05-31,S019,P074,219,105,3,128
2024-12-03,S012,P102,368,312,5,184
2024-09-28,S009,P102,480,413,2,182
2024-05-23,S016,P059,564,517,13,170
2024-10-18,S003,P082,141,29,5,161
2024-04-01,S004,P115,437,349,2,195
2024-07-27,S006,P082,438,366,1,118
2024-06-30,S013,P053,336,264,11,97
2024-10-19,S014,P097,586,535,1,152
2024-09-07,S009,P011,560,510,22,171
2024-12-05,S012,P064,572,437,19,162
2024-02-25,S020,P042,317,209,22,136
2024-08-05,S005,P118,337,313,2,81
2024-09-08,S014,P025,586,465,20,80
2024-04-04,S016,P067,542,432,15,116
2024-09-16,S014,P018,590,513,21,194
2024-05-18,S007,P032,240,212,2,193
2024-12-24,S002,P068,413,350,17,129
2024-05-08,S019,P015,156,40,22,171
2024-09-12,S007,P065,594,462,24,84
2024-04-12,S020,P111,124,17,4,134
2024-04-17,S002,P072,180,111,25,143
2024-07-14,S002,P082,396,339,5,99
2024-03-01,S012,P064,328,213,18,172
2024-06-15,S020,P065,402,362,18,81
2024-05-29,S007,P084,358,292,0,191
2024-02-17,S014,P035,458,355,0,192
2024-07-08,S016,P053,274,182,25,168
2024-06-07,S020,P062,177,110,9,159
2024-02-09,S018,P017,139,44,18,194
2024-12-08,S017,P027,498,421,10,179
2024-08-17,S010,P108,300,201,1,187
2024-12-23,S016,P108,132,79,2,132
2024-07-05,S018,P098,575,545,4,175
2024-05-15,S020,P052,330,216,23,105
2024-07-31,S003,P116,127,66,3,188
